date,product_id,product_name,category,current_price,competitor_price,cost,day_of_week,month,is_weekend,is_festival,inventory_level,customer_segment,demand,revenue,profit
2025-09-27,P002,Gaming Mouse,Electronics,1178,1207,780,5,9,1,0,Medium,Budget,34,40052,13532
2025-09-27,P008,USB Cable,Accessories,285,315,120,5,9,1,0,Medium,Budget,53,15105,8745
2025-09-27,P008,USB Cable,Accessories,326,366,120,5,9,1,0,High,Standard,72,23472,14832
2025-09-27,P010,Bluetooth Speaker,Electronics,1801,1721,1140,5,9,1,0,High,Standard,32,57632,21152
2025-09-27,P007,Power Bank,Electronics,1460,1412,900,5,9,1,0,High,Premium,65,94900,36400
2025-09-27,P004,Laptop Stand,Accessories,930,964,540,5,9,1,0,Medium,Premium,92,85560,35880
2025-09-27,P009,Smart Watch,Electronics,4589,4298,3000,5,9,1,0,Low,Standard,32,146848,50848
2025-09-27,P007,Power Bank,Electronics,1553,1404,900,5,9,1,0,Medium,Standard,40,62120,26120
2025-09-27,P008,USB Cable,Accessories,274,258,120,5,9,1,0,Low,Budget,83,22742,12782
2025-09-27,P006,Phone Case,Accessories,502,536,200,5,9,1,0,Low,Standard,75,37650,22650
2025-09-28,P006,Phone Case,Accessories,527,497,200,6,9,1,0,Medium,Standard,44,23188,14388
2025-09-28,P008,USB Cable,Accessories,295,261,120,6,9,1,0,Medium,Standard,78,23010,13650
2025-09-28,P006,Phone Case,Accessories,479,415,200,6,9,1,0,Medium,Standard,49,23471,13671
2025-09-28,P001,Wireless Headphones,Electronics,2312,2005,1500,6,9,1,0,Medium,Budget,7,16184,5684
2025-09-28,P004,Laptop Stand,Accessories,890,957,540,6,9,1,0,High,Standard,63,56070,22050
2025-09-28,P005,Webcam HD,Electronics,2048,2150,1200,6,9,1,0,Medium,Budget,37,75776,31376
2025-09-28,P003,Mechanical Keyboard,Electronics,3226,3218,2100,6,9,1,0,Low,Standard,50,161300,56300
2025-09-29,P005,Webcam HD,Electronics,2139,2381,1200,0,9,0,0,Medium,Standard,45,96255,42255
2025-09-29,P005,Webcam HD,Electronics,2137,2015,1200,0,9,0,0,Low,Standard,36,76932,33732
2025-09-29,P008,USB Cable,Accessories,282,241,120,0,9,0,0,Medium,Budget,32,9024,5184
2025-09-29,P007,Power Bank,Electronics,1607,1444,900,0,9,0,0,High,Premium,7,11249,4949
2025-09-29,P005,Webcam HD,Electronics,1919,2052,1200,0,9,0,0,High,Standard,44,84436,31636
2025-09-29,P008,USB Cable,Accessories,326,320,120,0,9,0,0,Medium,Premium,42,13692,8652
2025-09-29,P006,Phone Case,Accessories,498,571,200,0,9,0,0,Medium,Budget,42,20916,12516
2025-09-29,P007,Power Bank,Electronics,1567,1539,900,0,9,0,0,Medium,Budget,45,70515,30015
2025-09-29,P008,USB Cable,Accessories,291,248,120,0,9,0,0,Low,Standard,50,14550,8550
2025-09-29,P001,Wireless Headphones,Electronics,2379,2558,1500,0,9,0,0,Medium,Budget,46,109434,40434
2025-09-29,P007,Power Bank,Electronics,1612,1404,900,0,9,0,0,Low,Standard,19,30628,13528
2025-09-30,P001,Wireless Headphones,Electronics,2575,2792,1500,1,9,0,0,High,Standard,40,103000,43000
2025-09-30,P004,Laptop Stand,Accessories,941,904,540,1,9,0,0,High,Standard,40,37640,16040
2025-09-30,P003,Mechanical Keyboard,Electronics,3218,3467,2100,1,9,0,0,Medium,Budget,52,167336,58136
2025-09-30,P002,Gaming Mouse,Electronics,1195,1198,780,1,9,0,0,Low,Standard,42,50190,17430
2025-09-30,P006,Phone Case,Accessories,531,568,200,1,9,0,0,High,Budget,30,15930,9930
2025-09-30,P009,Smart Watch,Electronics,4817,4253,3000,1,9,0,0,Medium,Standard,0,0,0
2025-09-30,P001,Wireless Headphones,Electronics,2665,2908,1500,1,9,0,0,High,Budget,50,133250,58250
2025-10-01,P010,Bluetooth Speaker,Electronics,1980,2035,1140,2,10,0,0,High,Standard,28,55440,23520
2025-10-01,P002,Gaming Mouse,Electronics,1210,1227,780,2,10,0,0,Medium,Standard,48,58080,20640
2025-10-01,P001,Wireless Headphones,Electronics,2339,1997,1500,2,10,0,0,High,Premium,5,11695,4195
2025-10-01,P009,Smart Watch,Electronics,4669,5225,3000,2,10,0,0,Medium,Premium,74,345506,123506
2025-10-01,P007,Power Bank,Electronics,1504,1295,900,2,10,0,0,Medium,Premium,26,39104,15704
2025-10-01,P001,Wireless Headphones,Electronics,2666,3035,1500,2,10,0,0,High,Standard,84,223944,97944
2025-10-01,P005,Webcam HD,Electronics,1809,1911,1200,2,10,0,0,Medium,Premium,74,133866,45066
2025-10-01,P005,Webcam HD,Electronics,2104,1831,1200,2,10,0,0,Low,Premium,7,14728,6328
2025-10-01,P010,Bluetooth Speaker,Electronics,2036,2020,1140,2,10,0,0,High,Premium,41,83476,36736
2025-10-01,P009,Smart Watch,Electronics,4632,4274,3000,2,10,0,0,Medium,Premium,0,0,0
2025-10-01,P005,Webcam HD,Electronics,1923,1704,1200,2,10,0,0,High,Standard,0,0,0
2025-10-01,P009,Smart Watch,Electronics,4937,5672,3000,2,10,0,0,Medium,Standard,101,498637,195637
2025-10-02,P001,Wireless Headphones,Electronics,2516,2288,1500,3,10,0,1,Medium,Budget,13,32708,13208
2025-10-02,P009,Smart Watch,Electronics,4530,4913,3000,3,10,0,1,Medium,Budget,93,421290,142290
2025-10-02,P003,Mechanical Keyboard,Electronics,3595,3838,2100,3,10,0,1,High,Standard,74,266030,110630
2025-10-02,P005,Webcam HD,Electronics,1851,1848,1200,3,10,0,1,Low,Standard,59,109209,38409
2025-10-02,P001,Wireless Headphones,Electronics,2387,2606,1500,3,10,0,1,High,Budget,78,186186,69186
2025-10-02,P008,USB Cable,Accessories,322,281,120,3,10,0,1,Medium,Standard,88,28336,17776
2025-10-02,P004,Laptop Stand,Accessories,885,960,540,3,10,0,1,Low,Premium,114,100890,39330
2025-10-03,P010,Bluetooth Speaker,Electronics,2060,1977,1140,4,10,0,1,Low,Standard,36,74160,33120
2025-10-03,P009,Smart Watch,Electronics,4868,4281,3000,4,10,0,1,Medium,Budget,9,43812,16812
2025-10-03,P005,Webcam HD,Electronics,2197,2233,1200,4,10,0,1,High,Premium,45,98865,44865
2025-10-03,P008,USB Cable,Accessories,284,305,120,4,10,0,1,Low,Standard,72,20448,11808
2025-10-03,P008,USB Cable,Accessories,298,254,120,4,10,0,1,Low,Standard,55,16390,9790
2025-10-03,P007,Power Bank,Electronics,1375,1524,900,4,10,0,1,High,Budget,62,85250,29450
2025-10-03,P007,Power Bank,Electronics,1394,1201,900,4,10,0,1,High,Standard,56,78064,27664
2025-10-03,P009,Smart Watch,Electronics,4635,4816,3000,4,10,0,1,Medium,Budget,61,282735,99735
2025-10-03,P007,Power Bank,Electronics,1386,1542,900,4,10,0,1,Medium,Standard,59,81774,28674
2025-10-04,P004,Laptop Stand,Accessories,888,782,540,5,10,1,0,Medium,Budget,19,16872,6612
2025-10-04,P010,Bluetooth Speaker,Electronics,1763,1954,1140,5,10,1,0,Medium,Budget,67,118121,41741
2025-10-04,P004,Laptop Stand,Accessories,906,1035,540,5,10,1,0,Medium,Standard,67,60702,24522
2025-10-04,P008,USB Cable,Accessories,284,243,120,5,10,1,0,Low,Premium,73,20732,11972
2025-10-04,P008,USB Cable,Accessories,273,285,120,5,10,1,0,Low,Premium,91,24843,13923
2025-10-04,P010,Bluetooth Speaker,Electronics,2049,1777,1140,5,10,1,0,Low,Standard,12,24588,10908
2025-10-04,P005,Webcam HD,Electronics,1878,1630,1200,5,10,1,0,Medium,Standard,6,11268,4068
2025-10-04,P005,Webcam HD,Electronics,1929,1844,1200,5,10,1,0,Medium,Premium,50,96450,36450
2025-10-04,P010,Bluetooth Speaker,Electronics,1972,1814,1140,5,10,1,0,Medium,Standard,54,106488,44928
2025-10-05,P005,Webcam HD,Electronics,2067,1964,1200,6,10,1,0,Medium,Standard,34,70278,29478
2025-10-05,P004,Laptop Stand,Accessories,843,798,540,6,10,1,0,Medium,Standard,28,23604,8484
2025-10-05,P008,USB Cable,Accessories,306,265,120,6,10,1,0,High,Standard,47,14382,8742
2025-10-05,P010,Bluetooth Speaker,Electronics,1711,1485,1140,6,10,1,0,Medium,Standard,0,0,0
2025-10-06,P007,Power Bank,Electronics,1598,1617,900,0,10,0,0,High,Standard,25,39950,17450
2025-10-06,P006,Phone Case,Accessories,502,557,200,0,10,0,0,Low,Standard,62,31124,18724
2025-10-06,P009,Smart Watch,Electronics,5066,5158,3000,0,10,0,0,Medium,Standard,44,222904,90904
2025-10-06,P010,Bluetooth Speaker,Electronics,1849,1841,1140,0,10,0,0,Medium,Budget,15,27735,10635
2025-10-06,P003,Mechanical Keyboard,Electronics,3470,3652,2100,0,10,0,0,Medium,Standard,62,215140,84940
2025-10-06,P001,Wireless Headphones,Electronics,2463,2197,1500,0,10,0,0,Medium,Budget,0,0,0
2025-10-06,P003,Mechanical Keyboard,Electronics,3421,3310,2100,0,10,0,0,Medium,Budget,19,64999,25099
2025-10-06,P007,Power Bank,Electronics,1411,1558,900,0,10,0,0,High,Standard,62,87482,31682
2025-10-07,P002,Gaming Mouse,Electronics,1269,1143,780,1,10,0,0,Medium,Standard,5,6345,2445
2025-10-07,P007,Power Bank,Electronics,1545,1333,900,1,10,0,0,Low,Standard,20,30900,12900
2025-10-07,P010,Bluetooth Speaker,Electronics,2028,1811,1140,1,10,0,0,Medium,Premium,25,50700,22200
2025-10-07,P003,Mechanical Keyboard,Electronics,3604,4125,2100,1,10,0,0,High,Standard,66,237864,99264
2025-10-07,P003,Mechanical Keyboard,Electronics,3586,3978,2100,1,10,0,0,Medium,Standard,85,304810,126310
2025-10-07,P008,USB Cable,Accessories,285,290,120,1,10,0,0,Medium,Premium,32,9120,5280
2025-10-08,P006,Phone Case,Accessories,517,497,200,2,10,0,0,Medium,Standard,43,22231,13631
2025-10-08,P003,Mechanical Keyboard,Electronics,3388,3538,2100,2,10,0,0,Low,Premium,59,199892,75992
2025-10-08,P003,Mechanical Keyboard,Electronics,3636,3301,2100,2,10,0,0,Medium,Budget,0,0,0
2025-10-08,P001,Wireless Headphones,Electronics,2411,2335,1500,2,10,0,0,Medium,Standard,55,132605,50105
2025-10-08,P004,Laptop Stand,Accessories,951,814,540,2,10,0,0,Medium,Standard,44,41844,18084
2025-10-08,P009,Smart Watch,Electronics,4581,4067,3000,2,10,0,0,Low,Standard,0,0,0
2025-10-08,P009,Smart Watch,Electronics,4773,4850,3000,2,10,0,0,Medium,Premium,52,248196,92196
2025-10-08,P008,USB Cable,Accessories,290,280,120,2,10,0,0,Medium,Budget,63,18270,10710
2025-10-08,P010,Bluetooth Speaker,Electronics,1788,1629,1140,2,10,0,0,Low,Budget,39,69732,25272
2025-10-08,P002,Gaming Mouse,Electronics,1394,1580,780,2,10,0,0,Low,Budget,50,69700,30700
2025-10-08,P010,Bluetooth Speaker,Electronics,1905,2087,1140,2,10,0,0,Medium,Budget,41,78105,31365
2025-10-09,P002,Gaming Mouse,Electronics,1348,1418,780,3,10,0,0,High,Premium,69,93012,39192
2025-10-09,P002,Gaming Mouse,Electronics,1196,1255,780,3,10,0,0,Medium,Budget,18,21528,7488
2025-10-09,P009,Smart Watch,Electronics,5418,4891,3000,3,10,0,0,Medium,Budget,0,0,0
2025-10-09,P009,Smart Watch,Electronics,5020,5672,3000,3,10,0,0,High,Standard,110,552200,222200
2025-10-09,P010,Bluetooth Speaker,Electronics,1848,1819,1140,3,10,0,0,High,Premium,56,103488,39648
2025-10-09,P002,Gaming Mouse,Electronics,1255,1106,780,3,10,0,0,Medium,Premium,43,53965,20425
2025-10-09,P005,Webcam HD,Electronics,2101,2125,1200,3,10,0,0,Low,Budget,30,63030,27030
2025-10-09,P005,Webcam HD,Electronics,1865,1689,1200,3,10,0,0,High,Standard,40,74600,26600
2025-10-09,P009,Smart Watch,Electronics,4751,4425,3000,3,10,0,0,Low,Standard,18,85518,31518
2025-10-09,P009,Smart Watch,Electronics,5259,5409,3000,3,10,0,0,Medium,Standard,67,352353,151353
2025-10-09,P002,Gaming Mouse,Electronics,1265,1196,780,3,10,0,0,Medium,Budget,44,55660,21340
2025-10-09,P006,Phone Case,Accessories,490,504,200,3,10,0,0,Medium,Budget,75,36750,21750
2025-10-10,P007,Power Bank,Electronics,1474,1285,900,4,10,0,0,Medium,Premium,38,56012,21812
2025-10-10,P001,Wireless Headphones,Electronics,2375,2722,1500,4,10,0,0,Medium,Standard,63,149625,55125
2025-10-10,P003,Mechanical Keyboard,Electronics,3714,4006,2100,4,10,0,0,High,Standard,42,155988,67788
2025-10-10,P001,Wireless Headphones,Electronics,2550,2465,1500,4,10,0,0,Medium,Standard,34,86700,35700
2025-10-10,P002,Gaming Mouse,Electronics,1195,1128,780,4,10,0,0,High,Premium,33,39435,13695
2025-10-10,P010,Bluetooth Speaker,Electronics,1942,2009,1140,4,10,0,0,Medium,Standard,47,91274,37694
2025-10-10,P010,Bluetooth Speaker,Electronics,1963,2081,1140,4,10,0,0,Low,Premium,63,123669,51849
2025-10-10,P001,Wireless Headphones,Electronics,2530,2485,1500,4,10,0,0,Medium,Premium,32,80960,32960
2025-10-10,P003,Mechanical Keyboard,Electronics,3710,4207,2100,4,10,0,0,Low,Budget,66,244860,106260
2025-10-10,P005,Webcam HD,Electronics,1825,1876,1200,4,10,0,0,High,Budget,47,85775,29375
2025-10-10,P007,Power Bank,Electronics,1444,1303,900,4,10,0,0,Low,Standard,20,28880,10880
2025-10-10,P002,Gaming Mouse,Electronics,1307,1215,780,4,10,0,0,High,Standard,23,30061,12121
2025-10-10,P001,Wireless Headphones,Electronics,2746,2701,1500,4,10,0,0,Medium,Standard,45,123570,56070
2025-10-10,P010,Bluetooth Speaker,Electronics,1871,1681,1140,4,10,0,0,Low,Standard,29,54259,21199
2025-10-11,P001,Wireless Headphones,Electronics,2575,2337,1500,5,10,1,0,Medium,Standard,29,74675,31175
2025-10-11,P004,Laptop Stand,Accessories,980,1048,540,5,10,1,0,Medium,Budget,61,59780,26840
2025-10-11,P003,Mechanical Keyboard,Electronics,3617,4038,2100,5,10,1,0,Medium,Standard,63,227871,95571
2025-10-11,P008,USB Cable,Accessories,286,298,120,5,10,1,0,Medium,Premium,92,26312,15272
2025-10-11,P005,Webcam HD,Electronics,2126,2097,1200,5,10,1,0,High,Standard,62,131812,57412
2025-10-11,P009,Smart Watch,Electronics,4673,4880,3000,5,10,1,0,Medium,Standard,47,219631,78631
2025-10-12,P001,Wireless Headphones,Electronics,2344,2316,1500,6,10,1,0,Medium,Budget,37,86728,31228
2025-10-12,P003,Mechanical Keyboard,Electronics,3357,3496,2100,6,10,1,0,Medium,Budget,57,191349,71649
2025-10-12,P008,USB Cable,Accessories,298,303,120,6,10,1,0,Medium,Premium,96,28608,17088
2025-10-12,P007,Power Bank,Electronics,1370,1538,900,6,10,1,0,High,Budget,77,105490,36190
2025-10-12,P004,Laptop Stand,Accessories,962,941,540,6,10,1,0,High,Standard,56,53872,23632
2025-10-12,P006,Phone Case,Accessories,458,492,200,6,10,1,0,High,Standard,68,31144,17544
2025-10-12,P002,Gaming Mouse,Electronics,1302,1422,780,6,10,1,0,Medium,Budget,62,80724,32364
2025-10-13,P004,Laptop Stand,Accessories,860,731,540,0,10,0,0,Low,Premium,56,48160,17920
2025-10-13,P001,Wireless Headphones,Electronics,2383,2316,1500,0,10,0,0,High,Budget,11,26213,9713
2025-10-13,P007,Power Bank,Electronics,1565,1693,900,0,10,0,0,High,Standard,45,70425,29925
2025-10-13,P008,USB Cable,Accessories,271,282,120,0,10,0,0,Medium,Standard,59,15989,8909
2025-10-13,P009,Smart Watch,Electronics,5006,5357,3000,0,10,0,0,Low,Budget,50,250300,100300
2025-10-13,P004,Laptop Stand,Accessories,967,970,540,0,10,0,0,Low,Standard,80,77360,34160
2025-10-13,P003,Mechanical Keyboard,Electronics,3476,3239,2100,0,10,0,0,Medium,Premium,5,17380,6880
2025-10-13,P007,Power Bank,Electronics,1384,1465,900,0,10,0,0,Medium,Premium,69,95496,33396
2025-10-14,P006,Phone Case,Accessories,460,393,200,1,10,0,0,High,Budget,41,18860,10660
2025-10-14,P009,Smart Watch,Electronics,4507,4347,3000,1,10,0,0,Medium,Budget,6,27042,9042
2025-10-14,P010,Bluetooth Speaker,Electronics,1847,2089,1140,1,10,0,0,Medium,Standard,42,77574,29694
2025-10-14,P004,Laptop Stand,Accessories,968,1024,540,1,10,0,0,Medium,Standard,65,62920,27820
2025-10-14,P001,Wireless Headphones,Electronics,2537,2820,1500,1,10,0,0,High,Standard,45,114165,46665
2025-10-14,P003,Mechanical Keyboard,Electronics,3637,3960,2100,1,10,0,0,Medium,Premium,72,261864,110664
2025-10-14,P006,Phone Case,Accessories,462,517,200,1,10,0,0,High,Standard,46,21252,12052
2025-10-14,P002,Gaming Mouse,Electronics,1406,1269,780,1,10,0,0,Low,Premium,23,32338,14398
2025-10-14,P005,Webcam HD,Electronics,1811,1631,1200,1,10,0,0,Medium,Standard,38,68818,23218
2025-10-14,P003,Mechanical Keyboard,Electronics,3740,3768,2100,1,10,0,0,Medium,Premium,49,183260,80360
2025-10-14,P008,USB Cable,Accessories,275,239,120,1,10,0,0,Low,Standard,61,16775,9455
2025-10-14,P002,Gaming Mouse,Electronics,1305,1419,780,1,10,0,0,Low,Premium,57,74385,29925
2025-10-14,P007,Power Bank,Electronics,1550,1759,900,1,10,0,0,Low,Premium,54,83700,35100
2025-10-14,P007,Power Bank,Electronics,1621,1437,900,1,10,0,0,Medium,Premium,35,56735,25235
2025-10-14,P006,Phone Case,Accessories,469,428,200,1,10,0,0,Medium,Budget,46,21574,12374
2025-10-14,P006,Phone Case,Accessories,461,447,200,1,10,0,0,Medium,Standard,69,31809,18009
2025-10-14,P010,Bluetooth Speaker,Electronics,1712,1581,1140,1,10,0,0,High,Premium,42,71904,24024
2025-10-15,P008,USB Cable,Accessories,269,304,120,2,10,0,0,Medium,Standard,67,18023,9983
2025-10-15,P008,USB Cable,Accessories,281,243,120,2,10,0,0,Medium,Standard,64,17984,10304
2025-10-15,P008,USB Cable,Accessories,326,304,120,2,10,0,0,Medium,Budget,31,10106,6386
2025-10-15,P010,Bluetooth Speaker,Electronics,2071,2241,1140,2,10,0,0,High,Standard,64,132544,59584
2025-10-15,P010,Bluetooth Speaker,Electronics,1859,1754,1140,2,10,0,0,Low,Standard,49,91091,35231
2025-10-15,P007,Power Bank,Electronics,1384,1424,900,2,10,0,0,Medium,Budget,29,40136,14036
2025-10-15,P005,Webcam HD,Electronics,2132,2006,1200,2,10,0,0,Medium,Premium,7,14924,6524
2025-10-15,P007,Power Bank,Electronics,1607,1759,900,2,10,0,0,High,Premium,73,117311,51611
2025-10-15,P007,Power Bank,Electronics,1352,1506,900,2,10,0,0,Low,Standard,42,56784,18984
2025-10-15,P002,Gaming Mouse,Electronics,1268,1234,780,2,10,0,0,High,Standard,44,55792,21472
2025-10-15,P005,Webcam HD,Electronics,2096,1882,1200,2,10,0,0,High,Premium,30,62880,26880
2025-10-15,P005,Webcam HD,Electronics,2112,2060,1200,2,10,0,0,Medium,Standard,20,42240,18240
2025-10-15,P004,Laptop Stand,Accessories,920,937,540,2,10,0,0,Medium,Standard,55,50600,20900
2025-10-15,P002,Gaming Mouse,Electronics,1319,1388,780,2,10,0,0,High,Standard,45,59355,24255
2025-10-16,P003,Mechanical Keyboard,Electronics,3661,3501,2100,3,10,0,0,Medium,Standard,8,29288,12488
2025-10-16,P007,Power Bank,Electronics,1477,1355,900,3,10,0,0,Medium,Premium,26,38402,15002
2025-10-16,P009,Smart Watch,Electronics,5477,6241,3000,3,10,0,0,Medium,Budget,103,564131,255131
2025-10-16,P007,Power Bank,Electronics,1428,1230,900,3,10,0,0,Low,Premium,27,38556,14256
2025-10-16,P003,Mechanical Keyboard,Electronics,3170,3397,2100,3,10,0,0,Low,Standard,76,240920,81320
2025-10-16,P002,Gaming Mouse,Electronics,1246,1261,780,3,10,0,0,Medium,Standard,53,66038,24698
2025-10-16,P004,Laptop Stand,Accessories,944,967,540,3,10,0,0,High,Premium,79,74576,31916
2025-10-16,P001,Wireless Headphones,Electronics,2587,2931,1500,3,10,0,0,Medium,Standard,68,175916,73916
2025-10-16,P007,Power Bank,Electronics,1400,1428,900,3,10,0,0,Medium,Premium,58,81200,29000
2025-10-17,P003,Mechanical Keyboard,Electronics,3776,3400,2100,4,10,0,0,Medium,Standard,0,0,0
2025-10-17,P006,Phone Case,Accessories,472,433,200,4,10,0,0,Medium,Standard,48,22656,13056
2025-10-17,P010,Bluetooth Speaker,Electronics,2053,1781,1140,4,10,0,0,Medium,Standard,1,2053,913
2025-10-17,P007,Power Bank,Electronics,1436,1310,900,4,10,0,0,Medium,Premium,46,66056,24656
2025-10-17,P009,Smart Watch,Electronics,5295,5668,3000,4,10,0,0,Medium,Standard,66,349470,151470
2025-10-17,P004,Laptop Stand,Accessories,886,972,540,4,10,0,0,High,Standard,66,58476,22836
2025-10-17,P007,Power Bank,Electronics,1619,1771,900,4,10,0,0,Medium,Budget,52,84188,37388
2025-10-17,P008,USB Cable,Accessories,271,266,120,4,10,0,0,Low,Standard,45,12195,6795
2025-10-17,P003,Mechanical Keyboard,Electronics,3273,3280,2100,4,10,0,0,Medium,Budget,23,75279,26979
2025-10-17,P004,Laptop Stand,Accessories,925,866,540,4,10,0,0,Medium,Premium,54,49950,20790
2025-10-17,P004,Laptop Stand,Accessories,889,970,540,4,10,0,0,Low,Premium,74,65786,25826
2025-10-17,P010,Bluetooth Speaker,Electronics,2007,1984,1140,4,10,0,0,High,Standard,34,68238,29478
2025-10-17,P002,Gaming Mouse,Electronics,1331,1320,780,4,10,0,0,Medium,Standard,18,23958,9918
2025-10-18,P001,Wireless Headphones,Electronics,2438,2411,1500,5,10,1,0,Low,Standard,61,148718,57218
2025-10-18,P003,Mechanical Keyboard,Electronics,3735,3521,2100,5,10,1,0,Medium,Standard,9,33615,14715
2025-10-18,P002,Gaming Mouse,Electronics,1358,1192,780,5,10,1,0,Medium,Standard,36,48888,20808
2025-10-18,P003,Mechanical Keyboard,Electronics,3590,3428,2100,5,10,1,0,Medium,Standard,12,43080,17880
2025-10-18,P005,Webcam HD,Electronics,1829,2054,1200,5,10,1,0,Medium,Standard,84,153636,52836
2025-10-18,P002,Gaming Mouse,Electronics,1390,1312,780,5,10,1,0,Medium,Standard,35,48650,21350
2025-10-18,P008,USB Cable,Accessories,319,310,120,5,10,1,0,High,Budget,42,13398,8358
2025-10-18,P001,Wireless Headphones,Electronics,2610,2945,1500,5,10,1,0,Medium,Budget,46,120060,51060
2025-10-18,P010,Bluetooth Speaker,Electronics,1776,1524,1140,5,10,1,0,High,Budget,27,47952,17172
2025-10-18,P002,Gaming Mouse,Electronics,1282,1175,780,5,10,1,0,Medium,Standard,40,51280,20080
2025-10-18,P010,Bluetooth Speaker,Electronics,1733,1501,1140,5,10,1,0,Low,Premium,18,31194,10674
2025-10-18,P010,Bluetooth Speaker,Electronics,1997,1997,1140,5,10,1,0,Medium,Premium,42,83874,35994
2025-10-18,P003,Mechanical Keyboard,Electronics,3308,3791,2100,5,10,1,0,Medium,Standard,104,344032,125632
2025-10-18,P004,Laptop Stand,Accessories,905,992,540,5,10,1,0,High,Standard,47,42535,17155
2025-10-18,P003,Mechanical Keyboard,Electronics,3173,3143,2100,5,10,1,0,Medium,Budget,29,92017,31117
2025-10-19,P003,Mechanical Keyboard,Electronics,3325,2827,2100,6,10,1,0,Low,Standard,0,0,0
2025-10-19,P001,Wireless Headphones,Electronics,2666,2980,1500,6,10,1,0,High,Budget,68,181288,79288
2025-10-19,P001,Wireless Headphones,Electronics,2500,2819,1500,6,10,1,0,High,Standard,80,200000,80000
2025-10-19,P002,Gaming Mouse,Electronics,1378,1498,780,6,10,1,0,Medium,Standard,80,110240,47840
2025-10-19,P002,Gaming Mouse,Electronics,1201,1192,780,6,10,1,0,High,Budget,51,61251,21471
2025-10-19,P006,Phone Case,Accessories,459,424,200,6,10,1,0,Medium,Premium,85,39015,22015
2025-10-19,P005,Webcam HD,Electronics,1959,1753,1200,6,10,1,0,Medium,Premium,43,84237,32637
2025-10-19,P003,Mechanical Keyboard,Electronics,3601,3098,2100,6,10,1,0,High,Standard,0,0,0
2025-10-20,P005,Webcam HD,Electronics,1864,1620,1200,0,10,0,1,Medium,Budget,50,93200,33200
2025-10-20,P006,Phone Case,Accessories,502,563,200,0,10,0,1,High,Budget,79,39658,23858
2025-10-20,P005,Webcam HD,Electronics,1846,1693,1200,0,10,0,1,Medium,Premium,57,105222,36822
2025-10-20,P008,USB Cable,Accessories,315,304,120,0,10,0,1,Medium,Premium,101,31815,19695
2025-10-20,P007,Power Bank,Electronics,1621,1757,900,0,10,0,1,Low,Standard,73,118333,52633
2025-10-20,P002,Gaming Mouse,Electronics,1339,1488,780,0,10,0,1,Medium,Standard,82,109798,45838
2025-10-20,P008,USB Cable,Accessories,295,326,120,0,10,0,1,Medium,Premium,79,23305,13825
2025-10-20,P001,Wireless Headphones,Electronics,2560,2608,1500,0,10,0,1,Medium,Standard,56,143360,59360
2025-10-20,P009,Smart Watch,Electronics,5015,4655,3000,0,10,0,1,High,Premium,11,55165,22165
2025-10-20,P009,Smart Watch,Electronics,4600,3931,3000,0,10,0,1,Medium,Premium,0,0,0
2025-10-20,P006,Phone Case,Accessories,487,446,200,0,10,0,1,High,Standard,72,35064,20664
2025-10-21,P008,USB Cable,Accessories,293,288,120,1,10,0,1,High,Premium,103,30179,17819
2025-10-21,P010,Bluetooth Speaker,Electronics,1989,1890,1140,1,10,0,1,High,Standard,26,51714,22074
2025-10-21,P008,USB Cable,Accessories,316,355,120,1,10,0,1,Medium,Premium,80,25280,15680
2025-10-21,P004,Laptop Stand,Accessories,917,975,540,1,10,0,1,Medium,Standard,91,83447,34307
2025-10-21,P006,Phone Case,Accessories,476,478,200,1,10,0,1,Medium,Premium,101,48076,27876
2025-10-21,P006,Phone Case,Accessories,529,521,200,1,10,0,1,High,Standard,60,31740,19740
2025-10-21,P006,Phone Case,Accessories,509,536,200,1,10,0,1,Medium,Standard,95,48355,29355
2025-10-21,P007,Power Bank,Electronics,1546,1746,900,1,10,0,1,High,Standard,71,109766,45866
2025-10-21,P005,Webcam HD,Electronics,2046,1829,1200,1,10,0,1,Low,Budget,44,90024,37224
2025-10-21,P002,Gaming Mouse,Electronics,1214,1185,780,1,10,0,1,High,Standard,78,94692,33852
2025-10-21,P008,USB Cable,Accessories,303,316,120,1,10,0,1,Medium,Standard,82,24846,15006
2025-10-21,P005,Webcam HD,Electronics,1807,1700,1200,1,10,0,1,High,Standard,47,84929,28529
2025-10-21,P005,Webcam HD,Electronics,1921,1836,1200,1,10,0,1,Medium,Standard,60,115260,43260
2025-10-21,P008,USB Cable,Accessories,301,272,120,1,10,0,1,Medium,Budget,88,26488,15928
2025-10-21,P004,Laptop Stand,Accessories,865,818,540,1,10,0,1,Medium,Standard,46,39790,14950
2025-10-21,P007,Power Bank,Electronics,1617,1565,900,1,10,0,1,High,Standard,55,88935,39435
2025-10-22,P008,USB Cable,Accessories,299,328,120,2,10,0,1,Medium,Standard,69,20631,12351
2025-10-22,P010,Bluetooth Speaker,Electronics,1976,1946,1140,2,10,0,1,Low,Standard,69,136344,57684
2025-10-22,P010,Bluetooth Speaker,Electronics,1813,1880,1140,2,10,0,1,Low,Standard,89,161357,59897
2025-10-22,P009,Smart Watch,Electronics,4756,5069,3000,2,10,0,1,Low,Standard,83,394748,145748
2025-10-22,P008,USB Cable,Accessories,321,365,120,2,10,0,1,Low,Standard,77,24717,15477
2025-10-22,P004,Laptop Stand,Accessories,844,759,540,2,10,0,1,Medium,Standard,69,58236,20976
